Date,High,Low,Open,Close,Volume,Adj Close
2010-08-02,99.33000183105469,98.75,99.23999786376953,98.75,5769200.0,77.1137466430664
2010-08-03,99.66000366210938,98.93000030517578,99.19999694824219,99.31999969482422,4363500.0,77.55883026123047
2010-08-04,99.51000213623047,98.55999755859375,99.5,98.55999755859375,3820400.0,76.96540069580078
2010-08-05,99.48999786376953,98.83999633789062,99.33999633789062,99.0199966430664,3704200.0,77.32463836669922
2010-08-06,100.20999908447266,99.48999786376953,99.79000091552734,100.0999984741211,6042400.0,78.16798400878906
2010-08-09,99.9800033569336,99.61000061035156,99.73999786376953,99.7300033569336,2578500.0,77.87902069091797
2010-08-10,101.01000213623047,99.47000122070312,100.05999755859375,99.94000244140625,11251000.0,78.04302215576172
2010-08-11,101.38999938964844,100.30999755859375,100.30999755859375,101.27999877929688,6778300.0,79.08940124511719
2010-08-12,101.94000244140625,100.87000274658203,101.58000183105469,101.02999877929688,7590100.0,78.89420318603516
2010-08-13,102.44999694824219,101.4800033569336,101.62000274658203,102.29000091552734,7843600.0,79.87818145751953
2010-08-16,104.88999938964844,104.06999969482422,104.20999908447266,104.8499984741211,7976200.0,81.87725830078125
2010-08-17,104.86000061035156,104.0,104.8499984741211,104.25,6756800.0,81.40867614746094
2010-08-18,105.6500015258789,104.48999786376953,105.0,104.52999877929688,7721600.0,81.6273422241211
2010-08-19,106.61000061035156,104.63999938964844,104.79000091552734,106.16000366210938,13128500.0,82.90021514892578
2010-08-20,106.83000183105469,105.83999633789062,106.41000366210938,106.04000091552734,7040300.0,82.8064956665039
2010-08-23,106.19000244140625,105.25,105.6500015258789,106.05999755859375,6360100.0,82.82213592529297
2010-08-24,108.12999725341797,106.66999816894531,107.04000091552734,107.76000213623047,9812100.0,84.14970397949219
2010-08-25,109.33999633789062,107.06999969482422,108.80000305175781,107.41000366210938,13299800.0,83.87635040283203
2010-08-26,108.48999786376953,107.29000091552734,107.55999755859375,108.41999816894531,7039900.0,84.66507720947266
2010-08-27,108.33000183105469,105.19999694824219,107.7699966430664,105.3499984741211,13514000.0,82.26773071289062
2010-08-30,107.4000015258789,105.81999969482422,106.20999908447266,107.37000274658203,5535300.0,83.8450698852539
2010-08-31,108.6500015258789,107.62000274658203,108.22000122070312,108.55999755859375,8397000.0,84.77436828613281
2010-09-01,107.05000305175781,105.08999633789062,107.0199966430664,106.0,12480700.0,83.02153015136719
2010-09-02,105.30000305175781,104.4000015258789,105.19999694824219,104.87999725341797,8167600.0,82.14430236816406
2010-09-03,103.94000244140625,102.69999694824219,102.72000122070312,103.58000183105469,9210700.0,81.12609100341797
2010-09-07,105.77999877929688,104.80999755859375,105.08999633789062,105.69999694824219,6018400.0,82.78652954101562
2010-09-08,105.20999908447266,104.36000061035156,105.08999633789062,104.86000061035156,6698400.0,82.12866973876953
2010-09-09,103.83999633789062,102.63999938964844,103.69999694824219,102.79000091552734,8588900.0,80.50737762451172
2010-09-10,102.69999694824219,101.8499984741211,102.25,102.31999969482422,6910300.0,80.1392593383789
