Date,High,Low,Open,Close,Volume,Adj Close
2010-08-02,116.12999725341797,115.9000015258789,115.98999786376953,115.94000244140625,619300.0,102.78514862060547
2010-08-03,116.4800033569336,116.19999694824219,116.2699966430664,116.44000244140625,423700.0,103.22837829589844
2010-08-04,116.27999877929688,116.04000091552734,116.27999877929688,116.05999755859375,315300.0,102.89151000976562
2010-08-05,116.37999725341797,116.18000030517578,116.19999694824219,116.37000274658203,178600.0,103.16630554199219
2010-08-06,116.80000305175781,116.55999755859375,116.66000366210938,116.7300033569336,105100.0,103.48545837402344
2010-08-09,116.68000030517578,116.55000305175781,116.68000030517578,116.62000274658203,235900.0,103.387939453125
2010-08-10,117.05000305175781,116.41000366210938,116.55999755859375,117.04000091552734,146300.0,103.76029205322266
2010-08-11,117.37999725341797,117.1500015258789,117.25,117.2699966430664,56600.0,103.96420288085938
2010-08-12,117.26000213623047,116.9800033569336,117.26000213623047,117.01000213623047,109400.0,103.73368072509766
2010-08-13,117.19000244140625,117.06999969482422,117.12000274658203,117.19000244140625,77200.0,103.89326477050781
2010-08-16,117.62000274658203,117.37000274658203,117.54000091552734,117.55999755859375,251600.0,104.22130584716797
2010-08-17,117.36000061035156,117.19999694824219,117.30000305175781,117.3499984741211,60400.0,104.03512573242188
2010-08-18,117.4800033569336,117.19000244140625,117.4000015258789,117.25,44800.0,103.94645690917969
2010-08-19,117.58000183105469,117.16999816894531,117.23999786376953,117.45999908447266,88500.0,104.13267517089844
2010-08-20,117.44000244140625,117.16000366210938,117.41000366210938,117.19000244140625,94100.0,103.89326477050781
2010-08-23,117.41999816894531,117.13999938964844,117.22000122070312,117.38999938964844,69000.0,104.07054901123047
2010-08-24,117.93000030517578,117.66000366210938,117.7300033569336,117.83999633789062,93100.0,104.46954345703125
2010-08-25,118.05000305175781,117.45999908447266,118.0,117.52999877929688,3013200.0,104.19473266601562
2010-08-26,117.72000122070312,117.51000213623047,117.58000183105469,117.72000122070312,80100.0,104.36309814453125
2010-08-27,117.66999816894531,116.97000122070312,117.47000122070312,117.04000091552734,242800.0,103.76029205322266
2010-08-30,117.66000366210938,117.38999938964844,117.38999938964844,117.6500015258789,251900.0,104.30110931396484
2010-08-31,117.88999938964844,117.69000244140625,117.8499984741211,117.86000061035156,99400.0,104.48726654052734
2010-09-01,117.51000213623047,117.05000305175781,117.5,117.30999755859375,524800.0,104.154296875
2010-09-02,117.23999786376953,117.0999984741211,117.16999816894531,117.1500015258789,187400.0,104.01222229003906
2010-09-03,116.91999816894531,116.66000366210938,116.66000366210938,116.83000183105469,403200.0,103.72815704345703
2010-09-07,117.33000183105469,117.06999969482422,117.11000061035156,117.30000305175781,175600.0,104.14546203613281
2010-09-08,117.31999969482422,116.87999725341797,117.12000274658203,117.06999969482422,289300.0,103.94120788574219
2010-09-09,116.81999969482422,116.45999908447266,116.81999969482422,116.5,2665400.0,103.43515014648438
2010-09-10,116.41000366210938,116.23999786376953,116.3499984741211,116.3499984741211,134800.0,103.30194854736328
2010-09-13,116.83000183105469,116.38999938964844,116.38999938964844,116.77999877929688,108100.0,103.68374633789062
2010-09-14,117.20999908447266,116.91999816894531,116.94999694824219,117.16999816894531,90700.0,104.03001403808594
2010-09-15,117.3499984741211,117.02999877929688,117.19000244140625,117.05999755859375,73900.0,103.93231201171875
2010-09-16,117.06999969482422,116.83000183105469,117.02999877929688,116.94999694824219,72600.0,103.83472442626953
2010-09-17,117.19999694824219,117.02999877929688,117.05000305175781,117.08999633789062,42900.0,103.958984375
2010-09-20,117.30999755859375,117.04000091552734,117.16999816894531,117.30999755859375,136800.0,104.154296875
2010-09-21,117.87999725341797,117.16000366210938,117.48999786376953,117.87999725341797,285600.0,104.66038513183594
2010-09-22,118.13999938964844,117.81999969482422,117.97000122070312,117.8499984741211,482200.0,104.63375091552734
2010-09-23,118.1500015258789,117.80999755859375,118.1500015258789,117.94000244140625,121300.0,104.71363830566406
2010-09-24,117.76000213623047,117.66000366210938,117.70999908447266,117.69999694824219,54900.0,104.50056457519531
2010-09-27,118.16000366210938,117.91999816894531,117.91999816894531,118.12999725341797,265900.0,104.88236999511719
2010-09-28,118.43000030517578,118.12000274658203,118.12000274658203,118.36000061035156,235400.0,105.0865478515625
2010-09-29,118.4000015258789,118.20999908447266,118.37999725341797,118.27999877929688,103100.0,105.0155029296875
2010-09-30,118.30000305175781,117.79000091552734,118.16999816894531,118.23999786376953,136900.0,104.97998809814453
2010-10-01,118.18000030517578,117.86000061035156,117.91999816894531,118.12999725341797,554900.0,105.0511703491211
2010-10-04,118.37999725341797,118.25,118.27999877929688,118.33999633789062,199700.0,105.23789978027344
2010-10-05,118.51000213623047,118.4000015258789,118.41999816894531,118.47000122070312,190700.0,105.35350799560547
2010-10-06,118.94999694824219,118.69000244140625,118.91000366210938,118.73999786376953,111700.0,105.59362030029297
2010-10-07,118.9000015258789,118.79000091552734,118.83999633789062,118.86000061035156,56800.0,105.70032501220703
2010-10-08,119.16999816894531,118.93000030517578,119.0999984741211,118.95999908447266,195200.0,105.78929138183594
2010-10-11,119.13999938964844,118.91000366210938,119.0,119.01000213623047,196400.0,105.83370971679688
2010-10-12,119.11000061035156,118.77999877929688,119.06999969482422,118.80000305175781,57600.0,105.64700317382812
